date,ra,case_cnt,death_cnt
2021-08-06,riacho_fundo,4,0
2021-08-06,riacho_fundo_ii,8,0
2021-08-06,scia,4,0
2021-08-06,samambaia,25,1
2021-08-06,santa_maria,27,0
2021-08-06,sobradinho,44,0
2021-08-06,sobradinho_ii,11,0
2021-08-06,sudoeste_octogonal,24,0
2021-08-06,sao_sebastiao,20,0
2021-08-06,taguatinga,46,0
2021-08-06,varjao,5,0
2021-08-06,vicente_pires,20,1
2021-08-06,aguas_claras,36,1
2021-08-07,arniqueira,1,0
2021-08-07,brazlandia,9,0
2021-08-07,candangolandia,1,0
2021-08-07,ceilandia,26,0
2021-08-07,cruzeiro,4,0
2021-08-07,gama,21,1
2021-08-07,guara,25,0
2021-08-07,itapoa,1,0
2021-08-07,jardim_botanico,3,0
2021-08-07,lago_norte,7,0
2021-08-07,lago_sul,11,0
2021-08-07,nucleo_bandeirante,8,0
2021-08-07,outros_estados,26,0
2021-08-07,paranoa,10,0
2021-08-07,park_way,1,0
2021-08-07,planaltina,17,0
2021-08-07,plano_piloto,88,1
2021-08-07,recanto_das_emas,7,0
2021-08-07,riacho_fundo,7,0
2021-08-07,riacho_fundo_ii,4,0
2021-08-07,scia,3,0
2021-08-07,samambaia,17,0
2021-08-07,santa_maria,8,0
2021-08-07,sobradinho,24,1
2021-08-07,sobradinho_ii,1,0
2021-08-07,sudoeste_octogonal,16,0
2021-08-07,sao_sebastiao,10,0
2021-08-07,taguatinga,31,0
2021-08-07,varjao,3,0
2021-08-07,vicente_pires,14,0
2021-08-07,aguas_claras,27,0
2021-08-08,arniqueira,1,0
2021-08-08,brazlandia,1,0
2021-08-08,ceilandia,7,1
2021-08-08,cruzeiro,4,0
2021-08-08,gama,6,0
2021-08-08,guara,25,1
2021-08-08,itapoa,1,0
2021-08-08,jardim_botanico,5,0
2021-08-08,lago_norte,8,0
2021-08-08,lago_sul,1,0
2021-08-08,nucleo_bandeirante,2,0
2021-08-08,outros_estados,11,1
2021-08-08,paranoa,1,0
2021-08-08,park_way,1,0
2021-08-08,planaltina,8,0
2021-08-08,plano_piloto,48,0
2021-08-08,por_do_sol,3,0
2021-08-08,recanto_das_emas,4,0
2021-08-08,riacho_fundo,1,0
2021-08-08,riacho_fundo_ii,2,0
2021-08-08,scia,2,0
2021-08-08,samambaia,10,0
2021-08-08,santa_maria,11,0
2021-08-08,sobradinho,8,0
2021-08-08,sobradinho_ii,1,0
2021-08-08,sudoeste_octogonal,3,0
2021-08-08,sao_sebastiao,4,0
2021-08-08,taguatinga,14,1
2021-08-08,varjao,1,0
2021-08-08,vicente_pires,6,0
2021-08-08,aguas_claras,18,0
2021-08-09,arniqueira,3,0
2021-08-09,brazlandia,16,0
2021-08-09,candangolandia,3,0
2021-08-09,ceilandia,65,5
2021-08-09,cruzeiro,7,0
2021-08-09,fercal,1,0
2021-08-09,gama,41,1
2021-08-09,guara,61,0
2021-08-09,jardim_botanico,4,0
2021-08-09,lago_norte,6,0
2021-08-09,lago_sul,9,0
2021-08-09,nucleo_bandeirante,14,0
2021-08-09,outros_estados,59,2
2021-08-09,paranoa,8,0
2021-08-09,park_way,6,0
2021-08-09,planaltina,34,0
2021-08-09,plano_piloto,95,0
2021-08-09,por_do_sol,10,0
2021-08-09,recanto_das_emas,10,0
2021-08-09,riacho_fundo,8,0
2021-08-09,riacho_fundo_ii,3,0
2021-08-09,scia,1,0
2021-08-09,sia,1,0
2021-08-09,samambaia,30,1
2021-08-09,santa_maria,16,1
2021-08-09,sobradinho,37,1
2021-08-09,sobradinho_ii,8,0
2021-08-09,sudoeste_octogonal,26,0
2021-08-09,sao_sebastiao,16,0
2021-08-09,taguatinga,47,2
2021-08-09,varjao,3,0
2021-08-09,vicente_pires,13,0
2021-08-09,aguas_claras,46,2
2021-08-10,brazlandia,10,0
2021-08-10,candangolandia,2,0
2021-08-10,ceilandia,107,2
2021-08-10,cruzeiro,11,0
2021-08-10,fercal,1,0
2021-08-10,gama,45,0
2021-08-10,guara,52,2
2021-08-10,itapoa,5,0
2021-08-10,jardim_botanico,9,0
2021-08-10,lago_norte,9,0
2021-08-10,lago_sul,10,1
2021-08-10,nucleo_bandeirante,8,1
2021-08-10,outros_estados,66,0
2021-08-10,paranoa,16,0
2021-08-10,park_way,3,0
2021-08-10,planaltina,58,0
2021-08-10,plano_piloto,86,1
2021-08-10,por_do_sol,16,0
2021-08-10,recanto_das_emas,44,0
2021-08-10,riacho_fundo,10,1
2021-08-10,riacho_fundo_ii,14,0
2021-08-10,scia,10,0
2021-08-10,samambaia,59,3
2021-08-10,santa_maria,20,0
2021-08-10,sobradinho,58,1
2021-08-10,sobradinho_ii,13,0
2021-08-10,sudoeste_octogonal,25,0
2021-08-10,sao_sebastiao,23,0
2021-08-10,taguatinga,48,2
2021-08-10,varjao,1,0
2021-08-10,vicente_pires,18,0
2021-08-10,aguas_claras,49,0
2021-08-11,arniqueira,2,0
2021-08-11,brazlandia,8,0
2021-08-11,candangolandia,3,0
2021-08-11,ceilandia,87,2
2021-08-11,cruzeiro,9,0
2021-08-11,fercal,2,0
2021-08-11,gama,28,0
2021-08-11,guara,41,0
2021-08-11,itapoa,2,0
2021-08-11,jardim_botanico,7,0
2021-08-11,lago_norte,15,0
2021-08-11,lago_sul,16,0
2021-08-11,nucleo_bandeirante,13,0
2021-08-11,outros_estados,68,0
2021-08-11,paranoa,7,0
2021-08-11,park_way,8,0
2021-08-11,planaltina,53,0
2021-08-11,plano_piloto,101,0
2021-08-11,por_do_sol,8,0
2021-08-11,recanto_das_emas,26,0
2021-08-11,riacho_fundo,16,1
2021-08-11,riacho_fundo_ii,6,0
2021-08-11,scia,1,0
2021-08-11,samambaia,35,1
2021-08-11,santa_maria,31,2
2021-08-11,sobradinho,27,0
2021-08-11,sobradinho_ii,14,1
2021-08-11,sudoeste_octogonal,21,0
2021-08-11,sao_sebastiao,21,1
2021-08-11,taguatinga,67,0
2021-08-11,vicente_pires,23,1
2021-08-11,aguas_claras,55,1
2021-08-12,arniqueira,2,0
2021-08-12,brazlandia,8,1
2021-08-12,candangolandia,5,0
2021-08-12,ceilandia,22,0
2021-08-12,cruzeiro,11,0
2021-08-12,gama,25,1
2021-08-12,guara,27,0
2021-08-12,itapoa,2,0
2021-08-12,jardim_botanico,6,0
2021-08-12,lago_norte,12,0
2021-08-12,lago_sul,17,0
2021-08-12,nucleo_bandeirante,8,1
2021-08-12,outros_estados,55,2
2021-08-12,paranoa,8,1
2021-08-12,park_way,9,0
2021-08-12,planaltina,24,0
2021-08-12,plano_piloto,88,3
2021-08-12,por_do_sol,1,0
2021-08-12,recanto_das_emas,13,0
2021-08-12,riacho_fundo,14,1
2021-08-12,riacho_fundo_ii,6,0
2021-08-12,scia,5,0
2021-08-12,samambaia,22,4
2021-08-12,santa_maria,12,0
2021-08-12,sobradinho,28,1
2021-08-12,sobradinho_ii,2,0
2021-08-12,sudoeste_octogonal,23,1
2021-08-12,sao_sebastiao,17,0
2021-08-12,taguatinga,31,3
2021-08-12,vicente_pires,21,1
2021-08-12,aguas_claras,38,1
2021-08-13,arniqueira,2,1
2021-08-13,brazlandia,5,1
2021-08-13,candangolandia,5,0
2021-08-13,ceilandia,65,1
2021-08-13,cruzeiro,13,0
2021-08-13,fercal,7,0
2021-08-13,gama,26,1
2021-08-13,guara,34,0
2021-08-13,jardim_botanico,5,0
2021-08-13,lago_norte,17,0
2021-08-13,lago_sul,14,0
2021-08-13,nucleo_bandeirante,10,2
2021-08-13,outros_estados,41,0
2021-08-13,paranoa,8,0
2021-08-13,park_way,6,0
2021-08-13,planaltina,25,0
2021-08-13,plano_piloto,87,1
2021-08-13,por_do_sol,6,0
2021-08-13,recanto_das_emas,17,1
2021-08-13,riacho_fundo,13,0
2021-08-13,riacho_fundo_ii,5,0
2021-08-13,scia,4,0
2021-08-13,sia,1,0
2021-08-13,samambaia,24,1
2021-08-13,santa_maria,17,0
2021-08-13,sobradinho,52,0
2021-08-13,sobradinho_ii,17,1
2021-08-13,sudoeste_octogonal,23,1
2021-08-13,sao_sebastiao,25,0
2021-08-13,taguatinga,69,0
2021-08-13,vicente_pires,8,1
2021-08-13,aguas_claras,59,1
2021-08-14,arniqueira,1,0
2021-08-14,brazlandia,13,1
2021-08-14,candangolandia,6,0
2021-08-14,ceilandia,80,0
2021-08-14,cruzeiro,14,0
2021-08-14,fercal,1,0
2021-08-14,gama,22,0
2021-08-14,guara,43,0
2021-08-14,itapoa,2,0
2021-08-14,jardim_botanico,10,0
2021-08-14,lago_norte,9,0
2021-08-14,lago_sul,9,0
2021-08-14,nucleo_bandeirante,3,0
2021-08-14,outros_estados,37,0
2021-08-14,paranoa,9,0
2021-08-14,park_way,1,0
2021-08-14,planaltina,36,1
2021-08-14,plano_piloto,68,0
2021-08-14,por_do_sol,8,0
2021-08-14,recanto_das_emas,23,1
2021-08-14,riacho_fundo,22,0
2021-08-14,riacho_fundo_ii,5,0
2021-08-14,scia,7,0
2021-08-14,samambaia,45,1
2021-08-14,santa_maria,20,2
2021-08-14,sobradinho,46,2
2021-08-14,sobradinho_ii,5,0
2021-08-14,sudoeste_octogonal,10,0
2021-08-14,sao_sebastiao,15,0
2021-08-14,taguatinga,44,1
2021-08-14,varjao,5,0
2021-08-14,vicente_pires,11,1
2021-08-14,aguas_claras,43,1
2021-08-15,arniqueira,1,1
2021-08-15,brazlandia,9,1
2021-08-15,candangolandia,6,0
2021-08-15,ceilandia,67,3
2021-08-15,cruzeiro,5,0
2021-08-15,gama,21,1
2021-08-15,guara,38,0
2021-08-15,jardim_botanico,2,0
2021-08-15,lago_norte,7,0
2021-08-15,lago_sul,7,0
2021-08-15,nucleo_bandeirante,9,0
2021-08-15,outros_estados,27,1
2021-08-15,paranoa,5,0
2021-08-15,park_way,2,0
2021-08-15,planaltina,48,0
2021-08-15,plano_piloto,45,2
2021-08-15,por_do_sol,3,0
2021-08-15,recanto_das_emas,19,0
2021-08-15,riacho_fundo,7,1
2021-08-15,riacho_fundo_ii,8,0
2021-08-15,scia,1,0
2021-08-15,samambaia,19,1
2021-08-15,santa_maria,14,0
2021-08-15,sobradinho,34,2
2021-08-15,sobradinho_ii,8,0
2021-08-15,sudoeste_octogonal,8,0
2021-08-15,sao_sebastiao,13,0
2021-08-15,taguatinga,43,0
2021-08-15,varjao,1,0
2021-08-15,vicente_pires,11,0
2021-08-15,aguas_claras,29,1
2021-08-16,arniqueira,2,0
2021-08-16,brazlandia,15,2
2021-08-16,candangolandia,2,0
2021-08-16,ceilandia,70,2
2021-08-16,cruzeiro,16,0
2021-08-16,fercal,6,0
2021-08-16,gama,42,0
2021-08-16,guara,53,0
2021-08-16,itapoa,2,0
2021-08-16,jardim_botanico,17,0
2021-08-16,lago_norte,10,0
2021-08-16,lago_sul,12,0
2021-08-16,nucleo_bandeirante,10,0
2021-08-16,outros_estados,49,1
2021-08-16,paranoa,20,0
2021-08-16,park_way,3,0
2021-08-16,planaltina,24,0
2021-08-16,plano_piloto,95,0
2021-08-16,por_do_sol,6,0
2021-08-16,recanto_das_emas,22,3
2021-08-16,riacho_fundo,12,0
2021-08-16,riacho_fundo_ii,11,0
2021-08-16,scia,1,0
2021-08-16,samambaia,34,1
2021-08-16,santa_maria,27,0
2021-08-16,sobradinho,58,1
2021-08-16,sobradinho_ii,5,0
2021-08-16,sudoeste_octogonal,19,0
2021-08-16,sao_sebastiao,19,0
2021-08-16,taguatinga,47,1
2021-08-16,varjao,1,0
2021-08-16,vicente_pires,26,0
2021-08-16,aguas_claras,51,1
2021-08-17,arniqueira,1,0
2021-08-17,brazlandia,9,0
2021-08-17,candangolandia,8,0
2021-08-17,ceilandia,79,1
2021-08-17,cruzeiro,10,0
2021-08-17,fercal,4,0
2021-08-17,gama,56,1
2021-08-17,guara,38,1
2021-08-17,itapoa,6,0
2021-08-17,jardim_botanico,6,0
2021-08-17,lago_norte,10,1
2021-08-17,lago_sul,11,0
2021-08-17,nucleo_bandeirante,6,0
2021-08-17,outros_estados,61,0
2021-08-17,paranoa,7,0
2021-08-17,park_way,7,0
2021-08-17,planaltina,42,0
2021-08-17,plano_piloto,101,1
2021-08-17,por_do_sol,7,0
2021-08-17,recanto_das_emas,25,0
2021-08-17,riacho_fundo,15,0
2021-08-17,riacho_fundo_ii,13,1
2021-08-17,scia,3,0
2021-08-17,samambaia,36,3
2021-08-17,santa_maria,17,0
2021-08-17,sobradinho,60,0
2021-08-17,sobradinho_ii,8,0
2021-08-17,sudoeste_octogonal,24,0
2021-08-17,sao_sebastiao,15,1
2021-08-17,taguatinga,68,0
2021-08-17,varjao,2,0
2021-08-17,vicente_pires,10,0
2021-08-17,aguas_claras,45,1
2021-08-18,arniqueira,3,0
2021-08-18,brazlandia,8,1
2021-08-18,ceilandia,55,1
2021-08-18,cruzeiro,9,0
2021-08-18,gama,18,0
2021-08-18,guara,34,0
2021-08-18,jardim_botanico,5,0
2021-08-18,lago_norte,7,0
2021-08-18,lago_sul,7,0
2021-08-18,nucleo_bandeirante,5,0
2021-08-18,outros_estados,55,1
2021-08-18,paranoa,9,0
2021-08-18,park_way,8,0
2021-08-18,planaltina,14,1
2021-08-18,plano_piloto,130,1
2021-08-18,por_do_sol,2,0
2021-08-18,recanto_das_emas,7,0
2021-08-18,riacho_fundo,11,0
2021-08-18,riacho_fundo_ii,3,1
2021-08-18,scia,2,0
2021-08-18,samambaia,15,0
2021-08-18,santa_maria,18,3
2021-08-18,sobradinho,33,0
2021-08-18,sobradinho_ii,4,1
2021-08-18,sudoeste_octogonal,14,0
2021-08-18,sao_sebastiao,17,0
2021-08-18,taguatinga,42,2
2021-08-18,vicente_pires,11,1
2021-08-18,aguas_claras,52,0
2021-08-19,arniqueira,1,0
2021-08-19,candangolandia,3,0
2021-08-19,ceilandia,39,1
2021-08-19,cruzeiro,7,0
2021-08-19,gama,27,1
2021-08-19,guara,34,1
2021-08-19,itapoa,1,0
2021-08-19,jardim_botanico,7,0
2021-08-19,lago_norte,12,0
2021-08-19,lago_sul,18,0
2021-08-19,nucleo_bandeirante,6,0
2021-08-19,outros_estados,50,0
2021-08-19,paranoa,7,0
2021-08-19,park_way,5,0
2021-08-19,planaltina,7,2
2021-08-19,plano_piloto,95,0
2021-08-19,por_do_sol,1,0
2021-08-19,recanto_das_emas,14,0
2021-08-19,riacho_fundo,1,0
2021-08-19,riacho_fundo_ii,7,0
2021-08-19,sia,1,0
2021-08-19,samambaia,19,1
2021-08-19,santa_maria,12,1
2021-08-19,sobradinho,36,0
2021-08-19,sobradinho_ii,2,0
2021-08-19,sudoeste_octogonal,17,0
2021-08-19,sao_sebastiao,19,0
2021-08-19,taguatinga,30,1
2021-08-19,vicente_pires,15,1
2021-08-19,aguas_claras,48,0
2021-08-20,arniqueira,1,0
2021-08-20,brazlandia,12,0
2021-08-20,candangolandia,6,0
2021-08-20,ceilandia,82,2
2021-08-20,cruzeiro,7,0
2021-08-20,fercal,6,0
2021-08-20,gama,37,0
2021-08-20,guara,33,0
2021-08-20,itapoa,6,0
2021-08-20,jardim_botanico,7,0
2021-08-20,lago_norte,19,0
2021-08-20,lago_sul,10,1
2021-08-20,nucleo_bandeirante,5,0
2021-08-20,outros_estados,68,3
2021-08-20,paranoa,9,0
2021-08-20,park_way,9,0
2021-08-20,planaltina,26,0
2021-08-20,plano_piloto,108,3
2021-08-20,por_do_sol,4,0
2021-08-20,recanto_das_emas,21,0
2021-08-20,riacho_fundo,9,0
2021-08-20,riacho_fundo_ii,8,0
2021-08-20,scia,9,0
2021-08-20,samambaia,28,2
2021-08-20,santa_maria,15,0
2021-08-20,sobradinho,55,0
2021-08-20,sobradinho_ii,7,1
2021-08-20,sudoeste_octogonal,10,0
2021-08-20,sao_sebastiao,21,0
2021-08-20,taguatinga,33,3
2021-08-20,vicente_pires,16,1
2021-08-20,aguas_claras,36,1
2021-08-21,arniqueira,5,1
2021-08-21,brazlandia,6,1
2021-08-21,candangolandia,3,0
2021-08-21,ceilandia,36,3
2021-08-21,cruzeiro,11,0
2021-08-21,fercal,5,0
2021-08-21,gama,45,0
2021-08-21,guara,34,2
2021-08-21,itapoa,2,0
2021-08-21,jardim_botanico,7,0
2021-08-21,lago_norte,6,1
2021-08-21,lago_sul,7,0
2021-08-21,nucleo_bandeirante,14,0
2021-08-21,outros_estados,32,1
2021-08-21,paranoa,15,0
2021-08-21,park_way,5,0
2021-08-21,planaltina,22,0
2021-08-21,plano_piloto,94,1
2021-08-21,recanto_das_emas,7,0
2021-08-21,riacho_fundo,15,0
2021-08-21,riacho_fundo_ii,4,0
2021-08-21,scia,2,0
2021-08-21,samambaia,14,0
2021-08-21,santa_maria,19,0
2021-08-21,sobradinho,30,1
2021-08-21,sobradinho_ii,3,0
2021-08-21,sudoeste_octogonal,13,0
2021-08-21,sao_sebastiao,11,0
2021-08-21,taguatinga,24,0
2021-08-21,varjao,1,0
2021-08-21,vicente_pires,13,0
2021-08-21,aguas_claras,28,0
2021-08-22,brazlandia,6,0
2021-08-22,candangolandia,1,0
2021-08-22,ceilandia,18,2
2021-08-22,cruzeiro,2,0
2021-08-22,fercal,1,0
2021-08-22,gama,14,0
2021-08-22,guara,15,1
2021-08-22,itapoa,1,0
2021-08-22,jardim_botanico,4,0
2021-08-22,lago_norte,10,0
2021-08-22,lago_sul,6,1
2021-08-22,nucleo_bandeirante,9,0
2021-08-22,outros_estados,16,0
2021-08-22,paranoa,2,0
2021-08-22,planaltina,10,1
2021-08-22,plano_piloto,68,0
2021-08-22,recanto_das_emas,9,1
2021-08-22,riacho_fundo,5,0
2021-08-22,riacho_fundo_ii,7,0
2021-08-22,samambaia,15,0
2021-08-22,santa_maria,10,0
2021-08-22,sobradinho,12,0
2021-08-22,sudoeste_octogonal,16,1
2021-08-22,sao_sebastiao,5,0
2021-08-22,taguatinga,28,0
2021-08-22,vicente_pires,9,0
2021-08-22,aguas_claras,28,0
2021-08-23,arniqueira,1,0
2021-08-23,brazlandia,3,0
2021-08-23,candangolandia,1,0
2021-08-23,ceilandia,34,1
2021-08-23,cruzeiro,13,0
2021-08-23,fercal,6,0
2021-08-23,gama,37,0
2021-08-23,guara,43,0
2021-08-23,itapoa,1,0
2021-08-23,jardim_botanico,12,1
2021-08-23,lago_norte,10,0
2021-08-23,lago_sul,15,0
2021-08-23,nucleo_bandeirante,9,0
2021-08-23,outros_estados,40,2
2021-08-23,paranoa,6,0
2021-08-23,park_way,9,0
2021-08-23,planaltina,16,1
2021-08-23,plano_piloto,100,1
2021-08-23,por_do_sol,1,0
2021-08-23,recanto_das_emas,12,0
2021-08-23,riacho_fundo,7,0
2021-08-23,riacho_fundo_ii,4,0
2021-08-23,scia,1,0
2021-08-23,samambaia,18,0
2021-08-23,santa_maria,7,0
2021-08-23,sobradinho,28,0
2021-08-23,sobradinho_ii,2,1
2021-08-23,sudoeste_octogonal,19,0
2021-08-23,sao_sebastiao,28,0
2021-08-23,taguatinga,37,2
2021-08-23,varjao,1,0
2021-08-23,vicente_pires,19,0
2021-08-23,aguas_claras,33,1
2021-08-24,arniqueira,3,0
2021-08-24,brazlandia,12,0
2021-08-24,candangolandia,6,0
2021-08-24,ceilandia,79,1
2021-08-24,cruzeiro,11,0
2021-08-24,fercal,1,0
2021-08-24,gama,21,2
2021-08-24,guara,44,4
2021-08-24,itapoa,1,0
2021-08-24,jardim_botanico,10,0
2021-08-24,lago_norte,12,1
2021-08-24,lago_sul,13,0
2021-08-24,nucleo_bandeirante,13,0
2021-08-24,outros_estados,59,0
2021-08-24,paranoa,3,0
2021-08-24,park_way,8,0
2021-08-24,planaltina,16,0
2021-08-24,plano_piloto,92,1
2021-08-24,por_do_sol,15,0
2021-08-24,recanto_das_emas,34,1
2021-08-24,riacho_fundo,11,0
2021-08-24,riacho_fundo_ii,7,0
2021-08-24,scia,3,0
2021-08-24,samambaia,42,0
2021-08-24,santa_maria,18,0
2021-08-24,sobradinho,22,0
2021-08-24,sobradinho_ii,3,0
2021-08-24,sudoeste_octogonal,22,0
2021-08-24,sao_sebastiao,12,0
2021-08-24,taguatinga,75,0
2021-08-24,varjao,2,0
2021-08-24,vicente_pires,14,0
2021-08-24,aguas_claras,50,0
2021-08-25,arniqueira,1,0
2021-08-25,brazlandia,3,0
2021-08-25,candangolandia,7,0
2021-08-25,ceilandia,79,1
2021-08-25,cruzeiro,18,0
2021-08-25,fercal,5,0
2021-08-25,gama,45,0
2021-08-25,guara,45,1
2021-08-25,itapoa,3,0
2021-08-25,jardim_botanico,4,0
2021-08-25,lago_norte,6,0
2021-08-25,lago_sul,13,0
2021-08-25,nucleo_bandeirante,8,0
2021-08-25,outros_estados,58,3
2021-08-25,paranoa,7,0
2021-08-25,park_way,1,1
2021-08-25,planaltina,56,0
2021-08-25,plano_piloto,91,2
2021-08-25,por_do_sol,12,0
2021-08-25,recanto_das_emas,10,0
2021-08-25,riacho_fundo,9,0
2021-08-25,riacho_fundo_ii,7,0
2021-08-25,scia,4,0
2021-08-25,samambaia,27,0
2021-08-25,santa_maria,23,0
2021-08-25,sobradinho,41,0
2021-08-25,sobradinho_ii,7,0
2021-08-25,sudoeste_octogonal,15,0
2021-08-25,sao_sebastiao,24,0
2021-08-25,taguatinga,48,1
2021-08-25,varjao,1,0
2021-08-25,vicente_pires,17,0
2021-08-25,aguas_claras,36,0
2021-08-26,arniqueira,3,0
2021-08-26,brazlandia,13,0
2021-08-26,candangolandia,7,0
2021-08-26,ceilandia,78,4
2021-08-26,cruzeiro,10,0
2021-08-26,fercal,1,0
2021-08-26,gama,47,1
2021-08-26,guara,35,0
2021-08-26,itapoa,8,0
2021-08-26,jardim_botanico,9,0
2021-08-26,lago_norte,11,0
2021-08-26,lago_sul,17,0
2021-08-26,nucleo_bandeirante,9,1
2021-08-26,outros_estados,95,1
2021-08-26,paranoa,11,0
2021-08-26,park_way,8,0
2021-08-26,planaltina,34,0
2021-08-26,plano_piloto,101,1
2021-08-26,por_do_sol,9,0
2021-08-26,recanto_das_emas,21,0
2021-08-26,riacho_fundo,23,0
2021-08-26,riacho_fundo_ii,13,0
2021-08-26,scia,4,0
2021-08-26,samambaia,21,1
2021-08-26,santa_maria,25,1
2021-08-26,sobradinho,48,1
2021-08-26,sobradinho_ii,3,0
2021-08-26,sudoeste_octogonal,12,0
2021-08-26,sao_sebastiao,14,0
2021-08-26,taguatinga,52,1
2021-08-26,vicente_pires,16,0
2021-08-26,aguas_claras,51,0
2021-08-27,arniqueira,3,0
2021-08-27,brazlandia,16,0
2021-08-27,candangolandia,4,0
2021-08-27,ceilandia,66,0
2021-08-27,cruzeiro,20,1
2021-08-27,fercal,9,0
2021-08-27,gama,44,3
2021-08-27,guara,49,2
2021-08-27,itapoa,5,0
2021-08-27,jardim_botanico,4,0
2021-08-27,lago_norte,5,0
2021-08-27,lago_sul,16,0
2021-08-27,nucleo_bandeirante,6,0
2021-08-27,outros_estados,65,1
2021-08-27,paranoa,14,0
2021-08-27,park_way,4,0
2021-08-27,planaltina,50,0
2021-08-27,plano_piloto,110,1
2021-08-27,por_do_sol,6,0
2021-08-27,recanto_das_emas,16,0
2021-08-27,riacho_fundo,13,0
2021-08-27,riacho_fundo_ii,8,0
2021-08-27,scia,10,1
2021-08-27,samambaia,33,0
2021-08-27,santa_maria,18,0
2021-08-27,sobradinho,47,2
2021-08-27,sobradinho_ii,11,0
2021-08-27,sudoeste_octogonal,23,0
2021-08-27,sao_sebastiao,22,1
2021-08-27,taguatinga,46,2
2021-08-27,vicente_pires,12,0
2021-08-27,aguas_claras,45,0
2021-08-28,arniqueira,4,0
2021-08-28,brazlandia,6,0
2021-08-28,candangolandia,4,2
2021-08-28,ceilandia,67,2
2021-08-28,cruzeiro,6,0
2021-08-28,fercal,2,0
2021-08-28,gama,31,1
2021-08-28,guara,36,2
2021-08-28,itapoa,4,0
2021-08-28,jardim_botanico,9,0
2021-08-28,lago_norte,6,0
2021-08-28,lago_sul,12,0
2021-08-28,nucleo_bandeirante,13,0
2021-08-28,outros_estados,38,0
2021-08-28,paranoa,7,1
2021-08-28,park_way,8,1
2021-08-28,planaltina,21,1
2021-08-28,plano_piloto,82,2
2021-08-28,por_do_sol,13,1
2021-08-28,recanto_das_emas,8,0
2021-08-28,riacho_fundo,8,0
2021-08-28,riacho_fundo_ii,7,0
2021-08-28,scia,4,0
2021-08-28,samambaia,31,0
2021-08-28,santa_maria,14,0
2021-08-28,sobradinho,25,0
2021-08-28,sobradinho_ii,1,0
2021-08-28,sudoeste_octogonal,18,0
2021-08-28,sao_sebastiao,17,0
2021-08-28,taguatinga,41,0
2021-08-28,varjao,1,0
2021-08-28,vicente_pires,8,0
2021-08-28,aguas_claras,40,1
2021-08-29,arniqueira,3,0
2021-08-29,brazlandia,10,0
2021-08-29,candangolandia,1,0
2021-08-29,ceilandia,25,0
2021-08-29,cruzeiro,4,0
2021-08-29,fercal,1,0
2021-08-29,gama,12,0
2021-08-29,guara,15,0
2021-08-29,itapoa,2,0
2021-08-29,jardim_botanico,9,0
2021-08-29,lago_norte,2,0
2021-08-29,lago_sul,5,0
2021-08-29,nucleo_bandeirante,12,1
2021-08-29,outros_estados,33,2
2021-08-29,paranoa,11,0
2021-08-29,park_way,1,0
2021-08-29,planaltina,15,4
2021-08-29,plano_piloto,61,2
2021-08-29,por_do_sol,1,0
2021-08-29,recanto_das_emas,11,1
2021-08-29,riacho_fundo,4,0
2021-08-29,riacho_fundo_ii,4,0
2021-08-29,samambaia,19,0
2021-08-29,santa_maria,5,1
2021-08-29,sobradinho,16,1
2021-08-29,sudoeste_octogonal,13,0
2021-08-29,sao_sebastiao,13,1
2021-08-29,taguatinga,25,0
2021-08-29,varjao,2,0
2021-08-29,vicente_pires,7,0
2021-08-29,aguas_claras,25,0
2021-08-30,arniqueira,6,0
2021-08-30,brazlandia,10,0
2021-08-30,candangolandia,9,0
2021-08-30,ceilandia,85,1
2021-08-30,cruzeiro,14,0
2021-08-30,fercal,5,0
2021-08-30,gama,45,1
2021-08-30,guara,44,0
2021-08-30,itapoa,3,0
2021-08-30,jardim_botanico,18,0
2021-08-30,lago_norte,20,0
2021-08-30,lago_sul,19,0
2021-08-30,nucleo_bandeirante,6,1
2021-08-30,outros_estados,69,0
2021-08-30,paranoa,8,0
2021-08-30,park_way,12,0
2021-08-30,planaltina,35,0
2021-08-30,plano_piloto,104,1
2021-08-30,por_do_sol,11,0
2021-08-30,recanto_das_emas,19,0
2021-08-30,riacho_fundo,15,0
2021-08-30,riacho_fundo_ii,4,1
2021-08-30,scia,2,0
2021-08-30,samambaia,30,0
2021-08-30,santa_maria,23,2
2021-08-30,sistema_penitenciario,1,0
2021-08-30,sobradinho,58,0
2021-08-30,sobradinho_ii,13,0
2021-08-30,sudoeste_octogonal,18,0
2021-08-30,sao_sebastiao,20,0
2021-08-30,taguatinga,59,0
2021-08-30,varjao,4,0
2021-08-30,vicente_pires,24,0
2021-08-30,aguas_claras,40,1
2021-08-31,arniqueira,4,0
2021-08-31,brazlandia,20,0
2021-08-31,candangolandia,4,0
2021-08-31,ceilandia,82,1
2021-08-31,cruzeiro,17,0
2021-08-31,fercal,1,0
2021-08-31,gama,49,3
2021-08-31,guara,38,1
2021-08-31,itapoa,4,0
2021-08-31,jardim_botanico,10,0
2021-08-31,lago_norte,9,0
2021-08-31,lago_sul,11,0
2021-08-31,nucleo_bandeirante,16,0
2021-08-31,outros_estados,84,1
2021-08-31,paranoa,8,0
2021-08-31,park_way,6,1
2021-08-31,planaltina,95,0
2021-08-31,plano_piloto,107,0
2021-08-31,por_do_sol,8,0
2021-08-31,recanto_das_emas,29,0
2021-08-31,riacho_fundo,8,1
2021-08-31,riacho_fundo_ii,11,0
2021-08-31,scia,10,1
